,sentence1,sentence2,similarity_score
4044,"['hung', 'address', 'british']","['bursa', 'hung', 'address', 'parliament', 'june', 'visit']",4.0
4045,"['sheriff', 'recover', 'steal', 'car', 'year', 'later']","['man', 'recover', 'car', 'year', 'theft']",4.0
4046,"['google', 'ceo', 'say', 'android', 'important', 'critical']","['carry', 'age', 'say', 'android', 'important', 'critical']",4.0
4047,"['ran', 'cut', 'oil', 'export', 'state']","['ran', 'ready', 'ban', 'oil', 'export', 'state']",3.5999999046325684
4048,"['factory', 'fire', 'pakistan']","['head', 'pakistan', 'sunlight']",0.800000011920929
4049,"['australian', 'plane', 'miss', 'indonesia']","['cranial', 'painter', 'mansoureh', 'hosseini', 'die']",0.0
4050,"['money', 'vow', 'restore', 'promise', 'america']","['money', 'promises', 'restore', 'america']",3.799999952316284
4051,"['antrum', 'year', 'old', 'daughter', 'hospitalize']","['bony', 'director', 'hospitalize']",0.6000000238418579
4052,"['angela', 'release', 'hospital']","['israel', 'president', 'release', 'hospital']",1.2000000476837158
4053,"['trade', 'set', 'join', 'bjp']","['trade', 'likely', 'join', 'bjp', 'high', 'decide']",3.799999952316284
4054,"['hezbollah', 'nasrallah', 'warn', 'anti', 'slam', 'film']","['hezbollah', 'call', 'anti', 'slam', 'film', 'protest']",2.799999952316284
4055,"['canal', 'top', 'djokovic', 'th', 'french', 'open', 'title']","['tennis', 'canal', 'defeat', 'djokovic', 'carlo', 'title']",3.200000047683716
4056,"['childcare', 'cost', 'rise', 'nearly']","['childcare', 'cost', 'year']",3.0
4057,"['drama', 'urge', 'decisive', 'action', 'europe', 'debt', 'crisis']","['drama', 'urge', 'europe', 'act', 'quickly', 'crisis']",3.400000095367432
4058,"['beef', 'burgher', 'mix', 'recall', 'salmonella', 'concern']","['powder', 'recall', 'salmonella', 'concern']",1.0
4059,"['drama', 'money', 'prepare', 'debate']","['drama', 'money', 'prepare', 'debate']",4.199999809265137
4060,"['significant', 'gas', 'find', 'offshore', 'sonya']","['aide', 'kill', 'late', 'land', 'clash', 'sonya']",0.800000011920929
4061,"['red', 'cross', 'worker', 'kill', 'pakistan']","['kidnap', 'aid', 'worker', 'kill', 'pakistan']",2.200000047683716
4062,"['ricket', 'fire', 'papa', 'southern', 'israel', 'hurt']","['men', 'ricket', 'papa', 'land', 'southern', 'israel', 'hurt']",3.400000095367432
4063,"['soldier', 'kill', 'shoot', 'incident', 'afghanistan']","['nato', 'soldier', 'kill', 'afghanistan']",1.600000023841858
4064,"['poll', 'close', 'egyptian', 'presidential', 'election']","['dress', 'release', 'cement', 'presidential', 'election']",0.800000011920929
4065,"['police', 'link', 'vile', 'claim']","['bbc', 'face', 'question', 'pull', 'vile', 'case']",1.2000000476837158
4066,"['eurozone', 'unemployment', 'stay', 'record', 'percent']","['eurozone', 'unemployment', 'hit', 'record', 'high']",3.400000095367432
4067,"['james', 'murdoch', 'quit', 'bskyb']","['james', 'murdoch', 'quit', 'role', 'bskyb']",4.199999809265137
4068,"['ironic', 'science', 'fiction', 'writer', 'bradbury', 'die']","['science', 'fiction', 'legend', 'bradbury', 'dead']",4.800000190734863
4069,"['egypt', 'presidential', 'election']","['presidential', 'election']",0.6000000238418579
4070,"['french', 'soldier', 'kill', 'afghan', 'suicide', 'blast']","['foreign', 'soldier', 'kill', 'afghan', 'east']",3.400000095367432
4071,"['observer', 'find', 'trace', 'syrian', 'massacre']","['team', 'investigate', 'syrian', 'massacre']",4.0
4072,"['poll', 'majority', 'prejudice', 'black']","['toll', 'majority', 'harbor', 'prejudice', 'lacks']",3.5999999046325684
4073,"['source', 'redskin', 'trade', 'pick']","['redskin', 'trade', 'pick']",4.199999809265137
4074,"['china', 'say', 'defense', 'budget', 'rise']","['china', 'defence', 'spending', 'rise']",4.0
4075,"['string', 'ran', 'blast', 'kill']","['strong', 'italy', 'hills']",0.0
4076,"['ecuador', 'president', 'cornea', 'say', 'decision', 'assange', 'asylum']","['ecuador', 'decide', 'assange', 'asylum']",3.799999952316284
4077,"['offer', 'mild', 'pakistan', 'militant']","['offer', 'million', 'pakistani', 'militant', 'chief']",3.799999952316284
4078,"['nato', 'troop', 'kill', 'afghanistan', 'ied', 'attack']","['nato', 'troop', 'kill', 'afghanistan']",3.799999952316284
4079,"['laden', 'give', 'fail']","['laden', 'movie', 'fill', 'india']",0.800000011920929
4080,"['egyptians', 'vote', 'landmark', 'presidential', 'election']","['egyptians', 'poll', 'historic', 'election']",4.0
4081,"['jetblue', 'pilot', 'disrupt', 'flight', 'declare', 'insane', 'guilty']","['jetblue', 'pilot', 'cause', 'disruption', 'flight', 'guilty']",3.799999952316284
4082,"['tsunami', 'warning', 'need', 'panic']","['tsunami', 'warn', 'eh', 'quaker']",2.200000047683716
4083,"['hands', 'wagram', 'prison', 'afghan', 'authority']","['transfer', 'wagram', 'prison', 'afghan', 'control']",4.800000190734863
4084,"['enemy', 'aunt', 'distance', 'adviser', 'overstep', 'mark']","['enemy', 'aunt', 'cling', 'pad', 'quit', 'news', 'email']",2.0
4085,"['drama', 'praise', 'america', 'trade', 'tie']","['drama', 'secret', 'service', 'agent', 'send', 'home']",0.4000000059604645
4086,"['blitzbokke', 'dust', 'iii']","['blitzbokke', 'beat']",2.0
4087,"['drama', 'money', 'focus', 'swing', 'state']","['team', 'anna', 'decide', 'consist', 'state', 'poll']",0.4000000059604645
4088,"['grenade', 'attack', 'kill', 'injury']","['ex', 'attack', 'woman', 'investigate']",0.2000000029802322
4089,"['score', 'body', 'find', 'syria']","['right', 'body', 'find', 'ship']",1.399999976158142
4090,"['shorter', 'charge', 'murder', 'black']","['thought', 'race', 'relation', 'black', 'president']",0.800000011920929
4091,"['bonny', 'bairstow', 'join', 'organ', 'shine', 'england', 'lumbar']","['bairstow', 'hit', 'ton', 'india', 'tour', 'match']",1.7999999523162842
4092,"['wind', 'farm', 'developer', 'use', 'camera', 'trick', 'turbine', 'look', 'small']","['mind', 'farm', 'developer', 'trick', 'turbine', 'look', 'small']",4.400000095367432
4093,"['drone', 'kill', 'militant', 'pakistan', 'official']","['missile', 'kill', 'pakistan', 'official']",2.400000095367432
4094,"['siberia', 'iberian', 'troop', 'swarm', 'kill', 'student', 'massacre']","['siberia', 'police', 'arrest', 'college', 'massacre']",2.5999999046325684
4095,"['nerves', 'calmed', 'markets', 'jump', 'relief', 'spanish', 'bank', 'bailout']","['focus', 'shifts', 'greece', 'pain', 'secure', 'bank', 'bailout']",2.200000047683716
4096,"['heavy', 'fighting', 'report', 'syria', 'aleppo']","['heavy', 'fighting', 'report', 'damascus']",1.399999976158142
4097,"['france', 'say', 'greece', 'credibility', 'eurozone']","['france', 'holland', 'back', 'greece', 'urge', 'incredible', 'reform']",1.7999999523162842
4098,"['avenger', 'set', 'box', 'office', 'record']","['hunger', 'james', 'break', 'box', 'office', 'record']",1.2000000476837158
4099,"['french', 'soldier', 'report', 'kill', 'afghanistan']","['british', 'soldier', 'kill', 'afghanistan']",1.0
4100,"['spanish', 'ballot', 'dilemma', 'get', 'acute']","['spanish', 'dilemma', 'get', 'acute']",3.400000095367432
4101,"['nato', 'soldier', 'die', 'afghanistan']","['soldier', 'wound', 'afghanistan']",0.6000000238418579
4102,"['chinese', 'stock', 'open', 'low', 'wednesday']","['china', 'stock', 'open', 'lower', 'friday']",2.400000095367432
4103,"['palestinian', 'leadership', 'condemn', 'israel', 'bias']","['palestinian', 'leadership', 'back', 'path', 'james', 'oh', 'deal']",1.0
4104,"['pitt', 'money', 'win', 'maryland', 'gop', 'primary']","['money', 'win', 'maryland', 'republican', 'primary']",4.800000190734863
4105,"['find', 'car', 'year', 'steal']","['texas', 'man', 'find', 'car', 'year', 'steal']",3.5999999046325684
4106,"['sylvester', 'stallone', 'son', 'find', 'dead', 'hollywood']","['sylvester', 's', 'son', 'age', 'stallone', 'find', 'dead', 'vol']",3.400000095367432
4107,"['nato', 'aid', 'worker', 'rescue', 'afghan', 'insurgent']","['aid', 'worker', 'free', 'operation', 'afghanistan']",2.799999952316284
4108,"['russia', 'jail', 'hussy', 'riot', 'protest', 'bunk', 'year']","['russian', 'court', 'rule', 'hussy', 'riot', 'trial']",1.7999999523162842
4109,"['israel', 'bar', 'german', 'writer', 'grass', 'visit', 'poem']","['israel', 'bar', 'german', 'author', 'grass', 'poem']",4.400000095367432
4110,"['note', 'heads', 'august']","['note', 'heads', 'wednesday', 'july']",1.7999999523162842
4111,"['nato', 'troop', 'detain', 'shooting', 'afghan', 'civilian']","['say', 'sadden', 'shoot', 'afghan', 'civilian']",2.400000095367432
4112,"['holland', 'win', 'french', 'presidential', 'election']","['simon', 'vote', 'presidential', 'election']",1.600000023841858
4113,"['military', 'syria', 'chemical', 'stock', 'threaten', 'israel']","['russia', 'tell', 'syria', 'chemical', 'arm', 'threat', 'unacceptable']",1.7999999523162842
4114,"['pitch', 'upgrade', 'word', 'investment', 'grade']","['pitch', 'restore', 'word', 'credit', 'investment', 'grade']",3.5999999046325684
4115,"['syria', 'peace', 'plan', 'condition', 'unacceptable', 'opposition', 'say']","['syria', 'peace', 'dash', 'deadline', 'pass']",2.0
4116,"['lash', 'greeks', 'protest', 'cutback']","['lash', 'erupt', 'greek', 'vote', 'year']",2.400000095367432
4117,"['dead', 'hurt', 'miss', 'wo', 'not', 'land', 'avalanche']","['dead', 'miss', 'wo', 'not', 'land', 'avalanche']",2.400000095367432
4118,"['taliban', 'pose', 'attractive', 'woman', 'facebook', 'spy']","['taliban', 'soldier', 'lose', 'pretty', 'woman', 'facebook', 'troop', 'secret']",4.599999904632568
4119,"['china', 'activist', 'land']","['chinese', 'activist', 'renew', 'fight', 'injustice']",1.2000000476837158
4120,"['city', 'room', 'empire', 'state', 'building', 'shooting']","['dead', 'shoot', 'outside', 'empire', 'state', 'building']",3.200000047683716
4121,"['ashamed', 'dorsi', 'swear', 'egyptian', 'president']","['bursa', 'swear', 'egyptian', 'president']",4.400000095367432
4122,"['attack', 'dato', 'base', 'afghanistan', 'kill']","['worker', 'free', 'afghanistan', 'raid']",1.0
4123,"['semen', 'suicide', 'prone', 'attack']","['pate', 'ran', 'attack', 'kill']",1.0
4124,"['horse', 'move', 'olympic', 'bid', 'fail']","['horse', 'finish', 'th', 'miss', 'sixth', 'olympics']",3.0
4125,"['pakistan', 'begin', 'desolation', 'bin', 'laden', 'compound']","['pakistan', 'demolish', 'bin', 'laden', 'hideous']",2.799999952316284
4126,"['sudan', 'blame', 'israel', 'khartoum', 'arm', 'fire']","['sudan', 'accuse', 'israel', 'airstrike', 'arm', 'factory']",3.5999999046325684
4127,"['house', 'senate', 'deal', 'reach', 'patrol', 'tax', 'measure']","['negotiator', 'reach', 'deal', 'congress', 'patrol', 'tax', 'cut', 'bill']",3.799999952316284
4128,"['tropical', 'storm', 'isaac', 'drench', 'haiti', 'side', 'cuba']","['tropical', 'storm', 'isaac', 'threaten', 'dam']",1.399999976158142
4129,"['foreign', 'pro', 'palestinian', 'activist', 'seek', 'enter', 'west', 'bank']","['pro', 'palestinians', 'seek', 'enter', 'israel', 'allenby']",2.200000047683716
4130,"['world', 'stock', 'rise', 'hope', 'stimulus']","['stock', 'rise', 'hope', 'red', 'stimulus']",3.0
4131,"['widal', 'dead', 'legendary', 'author', 'playwright', 'politician', 'die']","['widal', 'celebrate', 'author', 'playwright', 'die']",4.0
4132,"['world', 'stock', 'fall', 'greek', 'debt', 'deal', 'deadline']","['asia', 'stock', 'fall', 'ahead', 'greek', 'debt', 'deal', 'deadline']",2.400000095367432
4133,"['south', 'africa', 'police', 'shoot', 'dead', 'miner']","['south', 'africa', 'police', 'kill', 'miner']",4.199999809265137
4134,"['isaac', 'drench', 'haiti', 'head', 'cuba', 'florida']","['isaac', 'year', 'haiti', 'homeless', 'quaker', 'population']",2.400000095367432
4135,"['britain', 'reach', 'syria', 'opposition']","['care', 'syrian', 'people']",1.2000000476837158
4136,"['drama', 'relax', 'importation', 'rule', 'young', 'immigrant']","['relax', 'importation', 'rule', 'young', 'people', 'napolitano']",4.0
4137,"['microsoft', 'surface', 'big', 'bet', 'future', 'analysis']","['microsoft', 'surface', 'tablet', 'promising', 'question', 'remain']",3.799999952316284
4138,"['white', 'ulcer', 'girlfriend', 'get', 'year']","['lobster', 'white', 'ulcer', 'girlfriend', 'get', 'year']",3.5999999046325684
4139,"['mauritanian', 'president', 'shoot', 'army', 'unit']","['mauritanian', 'president', 'shoot']",3.799999952316284
4140,"['set', 'fire', 'breivik', 'trial']","['set', 'self', 'fire', 'outside', 'breivik', 'trial']",4.599999904632568
4141,"['drone', 'strike', 'kill', 'northwest', 'pakistan']","['drone', 'pakistan', 'kill', 'suspect', 'militant']",3.799999952316284
4142,"['marines', 'leave', 'okinawa']","['marines', 'okinawa', 'statement']",5.0
4143,"['boy', 'r', 'wife', 'fee', 'faraway', 'program']","['pal', 'lower', 'fee', 'holiday', 'faraway', 'program']",1.7999999523162842
4144,"['ran', 'expand', 'nuclear', 'enrichment', 'activity', 'iaea', 'report']","['ran', 'step', 'sensitive', 'nuclear', 'work', 'iaea']",3.0
4145,"['donna', 'summer', 'queen', 'disco', 'die']","['donna', 'summer', 'queen', 'disco']",3.0
4146,"['iraqi', 'attacks', 'general', 'police']","['attack', 'ran', 'kill', 'general']",4.0
4147,"['dead', 'northwest', 'ran', 'quaker']","['dead', 'injure', 'northwest', 'ran', 'earthquake']",2.5999999046325684
4148,"['brazil', 'pop', 'star', 'priest', 'get', 'mammoth', 'new', 'stage']","['brazil', 'star', 'priest', 'get', 'mammoth', 'new', 'stage']",5.0
4149,"['washington', 'charge', 'dedicate', 'fraud', 'weep']","['washington', 'court', 'upholds', 'noting', 'rights', 'act', 'alabama', 'case']",0.6000000238418579
4150,"['ruin', 'claim', 'victory', 'russia', 'presidential', 'election']","['ruin', 'claim', 'victory', 'presidential', 'vote']",4.199999809265137
4151,"['clinton', 'ready', 'fight', 'drama']","['clinton', 'tough', 'act', 'drama', 'follow']",1.0
4152,"['money', 'announce', 'paul', 'run', 'mate']","['money', 'choose', 'gop', 'running', 'mate']",4.400000095367432
4153,"['european', 'market', 'rise', 'greek', 'ballot', 'hope']","['european', 'ministers', 'noise', 'approve', 'greek', 'rescue']",2.200000047683716
4154,"['edwards', 'acquit', 'count', 'mistrial']","['edwards', 'find', 'guilty', 'count', 'mistrial']",4.599999904632568
4155,"['ukrainian', 'weightlifter', 'get', 'year', 'ban']","['ukraine', 'korobka', 'get', 'year', 'ban']",4.199999809265137
4156,"['human', 'fill', 'school', 'massacre']","['miller', 'fill', 'france', 'school', 'shooting']",3.0
4157,"['long', 'long', 'stock', 'close']","['long', 'long', 'stock', 'open', 'high']",1.600000023841858
4158,"['suicide', 'bomber', 'attack', 'algerian', 'security', 'base']","['suicide', 'bomber', 'target', 'iberian', 'church']",0.800000011920929
4159,"['thailand', 'iranians', 'plan', 'attack', 'israelis']","['malaysia', 'extradite', 'cranial', 'attack', 'israelis']",1.0
4160,"['israel', 'military', 'court', 'reject', 'appeal', 'palestinian', 'hunger', 'striker']","['israel', 'reach', 'deal', 'palestinian', 'hunger', 'striker']",1.2000000476837158
4161,"['avenger', 'set', 'box', 'office', 'record']","['hunger', 'james', 'set', 'box', 'office', 'record']",1.600000023841858
4162,"['ruin', 'sins', 'russian', 'presidential', 'election']","['ruin', 'win', 'russia', 'presidential', 'election']",4.199999809265137
4163,"['ruin', 'cast', 'ballot', 'russians', 'vote']","['ruin', 'win', 'russia', 'presidential', 'election']",1.399999976158142
4164,"['chief', 'kinds', 'voice', 'remain', 'cautious', 'china']","['insight', 'chief', 'find', 'voice', 'remain', 'cautious', 'china']",4.800000190734863
4165,"['libyans', 'begin', 'hand', 'weapon']","['libyans', 'transfer', 'weapon', 'army']",3.200000047683716
4166,"['british', 'archbishop', 'canterbury', 'change', 'career', 'cambridge']","['archbishop', 'canterbury', 'step', 'amid', 'rift']",2.400000095367432
4167,"['punjab', 'nail', 'detail', 'near', 'rohtak', 'injure']","['punjab', 'nail', 'detail', 'near', 'rohtak', 'haryana', 'injure']",4.199999809265137
4168,"['george', 'zimmerman', 'charge', 'kill', 'trayvon', 'martin']","['george', 'zimmerman', 'charge', 'trayvon', 'martin', 'case', 'official', 'say']",4.0
4169,"['indian', 'moist', 'rebel', 'offer', 'talk', 'free', 'italian', 'hostage']","['india', 'moist', 'rebel', 'talk', 'free', 'italians']",3.799999952316284
4170,"['report', 'dead', 'shoot', 'empire', 'state', 'building']","['city', 'room', 'empire', 'state', 'building', 'shooting']",2.799999952316284
4171,"['dead', 'pakistan', 'suicide', 'blast']","['dead', 'pakistan', 'factory', 'blaze']",1.0
4172,"['penn', 'state', 'football', 'player', 'react', 'sanction']","['penn', 'state', 'football', 'slam', 'ncaa', 'sanction']",2.400000095367432
4173,"['israel', 'release', 'try', 'palestinian', 'prolong', 'hunger', 'strike']","['israel', 'minister', 'want', 'palestinian', 'leader', 'outer']",0.5
4174,"['report', 'say', 'side', 'syria', 'abuse', 'right']","['nato', 'leader', 'play', 'risk', 'turkey', 'syria', 'clash']",1.0
4175,"['girl', 'accuse', 'burn', 'moran', 'go', 'hiding']","['girl', 'accuse', 'burn', 'moran', 'fail']",3.200000047683716
4176,"['france', 'warn', 'syria', 'chemical', 'weapon', 'use']","['concern', 'possible', 'syria', 'chemical', 'weapon']",2.200000047683716
4177,"['life', 'threaten', 'widest', 'storm', 'fear']","['life', 'threaten', 'storms', 'feared', 'widest']",4.400000095367432
4178,"['chicago', 'teacher', 'strike', 'year', 'end', 'framework', 'agreement', 'place']","['general', 'strike', 'end', 'histadrut', 'treasury', 'reach', 'agreement']",0.800000011920929
4179,"['indonesian', 'president', 'visit']","['indonesian', 'president', 'visit', 'australia']",1.399999976158142
4180,"['storm', 'delay', 'start', 'republican', 'convention']","['storm', 'lash', 'florida', 'delay', 'republican', 'convention']",4.400000095367432
4181,"['dato', 'kill', 'afghanistan', 'helicopter', 'crash', 'military']","['kill', 'afghan', 'bomb', 'attack', 'official']",0.800000011920929
4182,"['president', 'hills', 'quit', 'lecturer']","['president', 'john', 'evans', 'tea', 'hills', 'design', 'germany']",2.5999999046325684
4183,"['diam', 'seat', 'win', 'nba', 'final']","['diam', 'seat', 'clinch', 'nba', 'championship']",5.0
4184,"['japan', 'close', 'nuclear', 'reactor']","['japan', 'switch', 'nuclear', 'power', 'plant', 'weekend']",4.199999809265137
4185,"['ryanair', 'new', 'bid', 'sinus']","['ryanair', 'chief', 'nail', 'report', 'finding']",1.2000000476837158
4186,"['russian', 'air', 'force', 'celebrate', 'anniversary']","['russian', 'air', 'force', 'anniversary']",4.400000095367432
4187,"['nato', 'troop', 'kill', 'afghanistan']","['nato', 'soldier', 'kill', 'afghanistan']",2.200000047683716
4188,"['super', 'tuesday', 'pitt', 'money']","['money', 'lead', 'antrum', 'gop', 'super', 'tuesday', 'contest']",1.600000023841858
4189,"['ruin', 'swear', 'russian', 'growth', 'filter']","['ruin', 'swear', 'russia', 'president', 'year']",2.400000095367432
4190,"['rule', 'daiichi', 'stop', 'lung', 'cancer', 'trial', 'share', 'tank']","['rule', 'stock', 'plunge', 'lung', 'cancer', 'study', 'shell']",3.400000095367432
4191,"['teenager', 'father', 'kill', 'crash']","['kill', 'horror', 'crash', 'name']",1.600000023841858
4192,"['magnitude', 'quaker', 'strike', 'indonesia']","['magnitude', 'quaker', 'hit', 'papa', 'indonesia', 'usgs']",4.199999809265137
4193,"['americans', 'kill', 'afghan', 'unrest', 'enters', 'fifth']","['american', 'officers', 'murdered', 'afghan', 'unrest', 'continue']",4.199999809265137
4194,"['official', 'money', 'secret', 'service', 'protection']","['drama', 'address', 'secret', 'service', 'scandal']",0.6000000238418579
4195,"['japan', 'call', 'quick', 'tsunami', 'waste', 'processing']","['japan', 'mark', 'year', 'quaker', 'tsunami', 'disaster']",1.0
4196,"['syrian', 'fighter', 'pilot', 'defect', 'jordan']","['syrian', 'defect', 'jordan']",1.399999976158142
4197,"['syrian', 'arab', 'republic', 'syrian', 'arab', 'republic', 'syrian', 'refugees', 'june']","['syrian', 'arab', 'republic', 'kill', 'syria', 'ahead', 'anna', 'return']",1.2000000476837158
4198,"['suicide', 'bomber', 'kill', 'afghanistan']","['suicide', 'bomber', 'kill', 'siberia', 'church']",1.2000000476837158
4199,"['airline', 'cancel', 'flytilla', 'activist', 'ticket']","['airline', 'cancers', 'flytilla', 'rickets', 'israel', 'objection']",3.200000047683716
4200,"['pain', 'ask', 'bank', 'rescue']","['spaniard', 'trial', 'cuban', 'dissent', 'death']",0.2000000029802322
4201,"['murky', 'water', 'south', 'china', 'tea']","['peace', 'lie', 'south', 'china', 'tea']",1.399999976158142
4202,"['ri', 'vanka', 'seek', 'day', 'revival', 'pakistan']","['senior', 'journalist', 'kill', 'pakistan']",0.6000000238418579
4203,"['space', 'dock', 'international', 'space', 'station', 'public', 'travel']","['space', 'dragon', 'locks', 'international', 'space', 'station']",3.799999952316284
4204,"['million', 'puppet', 'march', 'defend', 'drama', 'backing', 'pbs']","['million', 'puppet', 'march', 'plan', 'defend', 'backing', 'pbs']",4.0
4205,"['syrian', 'opposition', 'reconciliation', 'talk']","['syrian', 'opposition', 'council', 'establish', 'envoy', 'france']",1.399999976158142
4206,"['sense', 'point', 'budget', 'blue']","['money', 'will', 'volunteer', 'budget', 'difference']",1.0
4207,"['facebook', 'boot', 'size', 'ipo', 'raise']","['facebook', 'boot', 'size', 'ipo', 'percent']",3.5999999046325684
4208,"['ran', 'parliament', 'questions', 'dismissive', 'ahmadinejad']","['ran', 'parliament', 'question', 'president', 'ahmadinejad']",4.0
4209,"['semen', 'suicide', 'attack', 'kill', 'soldier', 'official']","['afghan', 'suicide', 'car', 'bomb', 'kill', 'seven', 'official']",1.600000023841858
4210,"['presidential', 'vote', 'polarise', 'egyptians']","['gop', 'presidential', 'hopeful', 'clash', 'southern', 'race']",0.800000011920929
4211,"['soldier', 'kill', 'afghanistan']","['nato', 'soldier', 'kill', 'afghanistan']",1.7999999523162842
4212,"['police', 'raise', 'death', 'toll', 'bus', 'accident']","['money', 'king', 'death', 'rule', 'accidental']",0.4000000059604645
4213,"['foreign', 'soldier', 'kill', 'afghan', 'east']","['british', 'soldier', 'kill', 'afghan', 'insider', 'attack']",0.800000011920929
4214,"['red', 'cross', 'worker', 'kill', 'pakistan']","['british', 'red', 'cross', 'doctor', 'kidnap', 'pakistan', 'find', 'behead']",3.5999999046325684
4215,"['afghan', 'goat', 'sign', 'deal', 'controversial', 'night', 'raid']","['afghan', 'sign', 'deal', 'night', 'maid']",3.799999952316284
4216,"['china', 'accident', 'kill']","['china', 'truck', 'accident', 'kill']",1.600000023841858
4217,"['australia', 'ellipse', 'england', 'indies']","['australian', 'defiant', 'pressure', 'leadership']",0.4000000059604645
4218,"['protest', 'hussy', 'riot', 'verdict']","['hussy', 'riot', 'verdict', 'greet', 'defiance']",3.400000095367432
4219,"['secret', 'service', 'see', 'big', 'scandal', 'prostitute']","['secret', 'service', 'sex', 'scandal', 'regret']",2.200000047683716
4220,"['wait', 'activist', 'storm', 'syrian', 'embassy', 'injure']","['activist', 'storm', 'syria', 'embassy', 'wait']",3.400000095367432
4221,"['detail', 'hung', 'visit', 'ireland']","['rapturous', 'welcome', 'hung', 'historic', 'trip']",3.400000095367432
4222,"['key', 'say', 'marie', 'visit', 'lost', 'opportunity']","['key', 'want', 'waitangi', 'marie', 'visit', 'stay']",2.200000047683716
4223,"['norway', 'mark', 'anniversary', 'massacre']","['norway', 'marks', 'anniversary', 'breivik', 'massacre']",3.799999952316284
4224,"['woman', 'kill', 'fall', 'debris']","['ally', 'decline']",0.0
4225,"['share', 'interest', 'rate', 'cut']","['rba', 'deliver', 'rate', 'cut']",1.0
4226,"['germany', 'warn', 'greece', 'money', 'reform']","['zone', 'greece', 'rescue', 'reform']",2.5999999046325684
4227,"['drama', 'meet', 'family', 'shoot', 'victim']","['drama', 'meet', 'batman', 'gun', 'victim']",3.200000047683716
4228,"['drama', 'widen', 'lead', 'money', 'despite', 'job', 'datum', 'letters', 'psoas', 'poll']","['money', 'take', 'lead', 'drama', 'convention', 'bounce', 'letters', 'psoas', 'poll']",1.0
4229,"['kill', 'injure', 'toronto', 'shooting']","['dead', 'injure', 'inland', 'shooting']",1.399999976158142
4230,"['hope', 'butler', 'see', 'aide', 'arrest', 'vatican', 'lead']","['hope', 'butler', 'arrest', 'scandal', 'vatican', 'lead']",3.400000095367432
4231,"['anti', 'ruin', 'protest', 'form', 'human', 'chain', 'moscow']","['anti', 'ruin', 'protest', 'form', 'human', 'chain']",3.799999952316284
4232,"['washington', 'acts', 'congress', 'cell']","['george', 'washington', 'copy', 'constitution', 'cell']",2.5999999046325684
4233,"['maker', 'fire', 'coach', 'like', 'grown', 'start']","['maker', 'fire', 'like', 'grown', 'start']",4.400000095367432
4234,"['canadian', 'muslims', 'issue', 'fate', 'honor', 'kill']","['canadian', 'mass', 'issue', 'fate', 'honour', 'killing']",3.400000095367432
4235,"['syria', 'resolution']","['assembly', 'note', 'syria', 'resolution']",3.5999999046325684
4236,"['soldier', 'recall', 'massacre']","['soldier', 'recall', 'massacre']",4.400000095367432
4237,"['tibia', 'name', 'new', 'cabinet', 'protest', 'original']","['libyan', 'assembly', 'reject', 'new', 'cabinet', 'dismiss']",1.2000000476837158
4238,"['foreign', 'soldier', 'kill', 'afghan', 'east']","['french', 'soldier', 'report', 'kill', 'afghanistan']",3.799999952316284
4239,"['syrian', 'force', 'storm', 'central', 'town']","['syrian', 'force', 'bombard', 'russia', 'warn', 'civil', 'war']",2.5
4240,"['oak', 'dead', 'anti', 'slam', 'film', 'protest']","['injure', 'anti', 'slam', 'film', 'protest', 'islamabad', 'pakistan']",2.200000047683716
4241,"['cause', 'whitney', 'houston', 'death', 'week']","['investigator', 'seek', 'answer', 'whitney', 'houston', 'death']",1.7999999523162842
4242,"['n', 'warn', 'retaliation', 'south', 'drill']","['north', 'warn', 'retaliation', 'soul', 'naval', 'drill', 'plan']",3.5999999046325684
4243,"['pale', 'masses', 'new', 'work', 'giants', 'super', 'bowl']","['lesser', 'evil', 'triumph', 'super', 'bowl']",1.399999976158142
4244,"['dead', 'new', 'israel', 'strike', 'papa']","['kill', 'new', 'israel', 'strike', 'papa', 'medius']",3.5999999046325684
4245,"['germany', 'likely', 'dress', 'russia', 'syrian', 'crisis']","['russia', 'think', 'syria', 'brief', 'guide']",1.0
4246,"['seriously', 'injure', 'motorway', 'crash']","['injure', 'motorway', 'crash']",3.5999999046325684
4247,"['aid', 'chief', 'amos', 'enter', 'papa', 'mr', 'red', 'crescent']","['syria', 'besiege', 'papa', 'mr', 'desert', 'red', 'cross', 'say']",2.0
4248,"['dozen', 'kill', 'iberian', 'riot']","['dozen', 'kill', 'demyan', 'clash']",1.0
4249,"['profile', 'egypt', 'main', 'presidential', 'candidate']","['second', 'day', 'egyptian', 'presidential', 'election']",1.2000000476837158
4250,"['actor', 'gazzara', 'dead']","['actor', 'men', 'gazzara', 'die']",4.400000095367432
4251,"['british', 'gold', 'rush', 'silence', 'grape', 'cost']","['british', 'soldier', 'kill', 'afghan', 'insider', 'attack']",0.6000000238418579
4252,"['avalanche', 'bury', 'pakistani', 'soldier']","['avalanche', 'bury', 'pakistani', 'soldier']",4.599999904632568
4253,"['inflation', 'fall', 'month', 'low', 'analysis']","['inflation', 'fall', 'month', 'low']",4.599999904632568
4254,"['woman', 'will', 'cut', 'planned', 'parenthood', 'funding']","['susan', 'g', 'women', 'u', 'turn', 'planned', 'parenthood', 'funding', 'cut']",3.0
4255,"['amp', 'old', 'august']","['old', 'july']",2.200000047683716
4256,"['ran', 'say', 'nuclear', 'talk', 'continue']","['ran', 'say', 'nuclear', 'talk', 'constructive']",2.799999952316284
