,sentence1,sentence2,similarity_score,sentence_transformers_cosine_score
4683,chris room ride de france engage,chris grown concert cancel new,0.0,0.06160369
4684,apple pp direct driver alaska airport runaway,apple pp send driver airport,3.5999999046325684,0.69543815
4685,suspect drone kill militant pakistan,drone kill militant pakistan,3.400000095367432,0.95143
4686,francis begin papa prayer,hope francis lips vatican prayer,3.5999999046325684,0.7237691
4687,senate meet path fiscal impulse elusive,senate sunday session days amid fiscal masse,3.5999999046325684,0.430537
4688,egypt brotherhood beleaguered leader,egypt slim brotherhood met pass march,1.7999999523162842,0.40743563
4689,china new stealth frigate commission,belarus latvia set border commission,0.2000000029802322,0.10309273
4690,ran violence kill,ran violence kill seven,2.200000047683716,0.6883663
4691,protest continue tense ukraine capital,protest continue brazil,1.600000023841858,0.35545337
4692,prison release kidnap egypt final,bedouin release prisons seize egypt final,3.200000047683716,0.7404754
4693,syria welcome ran nuclear deal,ran world power clinch breakthrough nuclear deal,3.0,0.5819107
4694,israel face european backwash settlement plan,israel call account late settlement plan european country,3.5999999046325684,0.6638658
4695,drama joke reporter dinner,drama joke fun critic press dinner,2.200000047683716,0.72126377
4696,ellen respond marrow abuse claim letter,ellen depend self marrow abuse claim,4.199999809265137,0.827475
4697,inmate escape tibia al kweifiya prison,prisoner escape libyan jail,4.400000095367432,0.6718824
4698,nuclear option,shot nuclear readiness,1.2000000476837158,0.546927
4699,amp old march,old march,2.5999999046325684,0.8301897
4700,islamist kill suicide attack tiger,war bomb kill turkish town near syrian border,1.0,0.2206358
4701,determine syria chemical weapon,vote eliminate syria chemical weapon,2.799999952316284,0.57364994
4702,dowden father arrive moscow,edward dowden father moscow,4.199999809265137,0.80754364
4703,pakistani taliban name new leader drone strike,pakistani taleban chief kill drone strike,2.200000047683716,0.589671
4704,win coming pakistan kill,militant battle pakistani police,1.2000000476837158,0.36536282
4705,slim brotherhood supporter die cairo clash,slim brotherhood supporter die egypt clash,3.5999999046325684,0.96133304
4706,facebook earning jump mobile accelerate,facebook profit jump user base expand,3.400000095367432,0.78869104
4707,syria envoy call national unity government,syria envoy call political change end conflict,2.200000047683716,0.5561249
4708,thirty head italy plunge,thirty head italian plunge,3.200000047683716,0.9311671
4709,roger videotron extend reach network share deal,roger videotron reach network sharing spectrum deal,4.199999809265137,0.88081956
4710,china stock end low thursday,china stock close lower thursday,5.0,0.9244665
4711,hopeless women protest berlusconi notes election,bulgaria president backs protesters oppose snap elections,0.6000000238418579,0.12573028
4712,indonesia schoolchildren kill indonesia volcano eruption,indonesia dead indonesian volcanic eruption,2.799999952316284,0.6076827
4713,real reach new italian government,italy swear new coalition government,3.400000095367432,0.7202554
4714,drama mourn death icon elson angela,south africans mourn celebrate angela,1.7999999523162842,0.55168796
4715,boa step boris march delhi,time history technion teach engineering russia,0.0,0.056295257
4716,singapore stock close high,indian stock open high,1.7999999523162842,0.42840075
4717,maldive hold fresh election president,maldive hold fresh presidential election,4.599999904632568,0.9352124
4718,egypt announce arrest slim brotherhood supporter,egypt order arrest brotherhood chief,1.7999999523162842,0.697255
4719,new world trade enter declare table build,world trade enter name small building,4.199999809265137,0.6623726
4720,papers war,papers june,1.7999999523162842,0.34333497
4721,israel green light settler home,israel unveil settler home,3.200000047683716,0.8625245
4722,piers organ question police,pier organ interview police packing case,3.5999999046325684,0.568969
4723,lumbar photojournalist gangrene case crack accuse arrest,lumbar journalist gang rape case accuse arrest,4.800000190734863,0.73494357
4724,israel arrest semen tossed spy,israel force detain neuron arrest raid,1.600000023841858,0.41044003
4725,pakistani girl learn hard lesson,pakistani girl shoot taliban appear video,1.7999999523162842,0.47302365
4726,egypt interim president appoint adviser,egypt interim president swear new cabinet,2.799999952316284,0.72182757
4727,china launch air air missile copper,china court sentence fili life imprisonment corruption,0.6000000238418579,0.21436028
4728,confirm fear syria chemical weapon,near syria chemical weapon,1.399999976158142,0.717401
4729,egypt crackdown draw condemnation,egypt egypt crackdown spark global outrage,4.599999904632568,0.90944463
4730,egypt swear new interim leader,egypt army crack brotherhood,0.6000000238418579,0.33363318
4731,war come kill pakistan,suicide bomber kill pakistan,2.5999999046325684,0.52682686
4732,senior pakistani taliban commander capture afghanistan,pakistan demand protection militant,0.6000000238418579,0.2561534
4733,river spanish train crash face question judge,brain driver pain crash question judge,5.0,0.5359057
4734,stock close high,singapore stock close low,1.600000023841858,0.35135508
4735,release initial report cracking impart water,man china detain take girl hotel,0.0,0.04723301
4736,russia blame syrian rebel chemical attack,russia ask consider inquiry syria chemical arm use,2.5999999046325684,0.49367774
4737,philippine rebel reach wealth share deal,philippine rebel reach wealth deal,5.0,0.96699905
4738,death toll west things violence rise,urgent death toll china fire rise,1.2000000476837158,0.3261141
4739,man contest seat,man contest election seat,4.75,0.7972822
4740,trailblaze israel electric car company letter place fold,trailblaze israel electric car company fold,4.400000095367432,0.86707973
4741,houston texans head coach mary kubiak hospitalize collapse game,texans coach mary kubiak stable condition collapse,2.799999952316284,0.77349365
4742,fro oak taliban parlor kill drone strike,taliban commander kill drone strike,4.400000095367432,0.5442453
4743,war bomb kill northwest syria,war bomb northern syria kill,4.599999904632568,0.91637343
4744,south organ soldier kill man try cross border north,north hut remaining outline south,1.0,0.16373885
4745,dead spanish train crash,dead spanish high speed train crash,3.400000095367432,0.9500527
4746,foreigner sentence death drug smuggling egypt,egypt sentence pakistani amid death drug smuggling,4.199999809265137,0.81848544
4747,french train detail south paris,french train passenger tell crash ordeal,1.2000000476837158,0.4726251
4748,spokesman president donald began die,began spokesman carry speaker die,4.199999809265137,0.6959669
4749,egypt vote new constitution,egyptians vote division constitution,3.799999952316284,0.7192292
4750,drama meet angela family icon remain hospital,drama meet angela family will not visit hospital,2.799999952316284,0.486767
4751,weak earning drag stock lower early trade,weak earning drag stock lower street,3.799999952316284,0.857296
4752,fear dead helicopter clash pub,fear dead helicopter pub crash,5.0,0.77612174
4753,siberia lawmaker charge allege bribery,iberian charge accept bribe,3.400000095367432,0.39229012
4754,super raise vs dollar early trade,super raise dollar early trade,1.7999999523162842,0.8140656
4755,israel teres urge return peace talk,israel teres call return peace talk,5.0,0.96981144
4756,drama set speak syria white house edt,drama deliver statement syria white house,5.0,0.8280443
4757,indian stock open low,indian stock close low,1.7999999523162842,0.84465384
4758,read possible solo action syria,make case action syria,3.400000095367432,0.6661841
4759,grief clash police belfast,corner clash police tunisia,1.2000000476837158,0.39464706
4760,china quaker death toll rise,china fly death toll rise,1.399999976158142,0.50757694
4761,arrest bangladesh building toll rise,owner arrest bangladesh building toll reach,2.5999999046325684,0.75172323
4762,condemn use chemical weapon syria,question arise chemical weapon claim syria,2.5999999046325684,0.635643
4763,strong new quaker hit shatter oak region,powerful new earthquake hit shatter pakistan region,4.800000190734863,0.55572164
4764,indian troop kill pakistani soldier kashmir line control,indian troop raid pakistani military post,1.2000000476837158,0.33821028
4765,hope benedict xvi days goodby cardinal,hope benedict xvi depart vatican time,3.5999999046325684,0.6837517
4766,china new carrier extend military modernization drive,chinese vice premier meet australian governor general,1.2000000476837158,0.26346412
4767,brazilian leader hold crisis talk street protest,brazil leader promise reform vote,1.600000023841858,0.44509125
4768,tropical storm andrew lip coast,tropical storm andrew slide coast,4.0,0.7243737
4769,dead indonesia train accident,dead indonesia train collide fuel truck,3.400000095367432,0.6933768
4770,israel advance plan build settlement home,israel unveil plan new settler home,3.799999952316284,0.9081279
4771,miss new work win miss america crown,miss new work crown miss america,5.0,0.93931013
4772,austrian find harding steal skull home museum,austrian man charge human skull find home,4.400000095367432,0.5593961
4773,set drama inauguration,house back new sanction ran inauguration,0.4000000059604645,0.3289813
4774,suspect maude militant die lebanese custody,suspect drone kill militant semen,0.4000000059604645,0.39383575
4775,set fire national,set fire washington national,4.800000190734863,0.7274998
4776,kill attack ran,kill attack ran,2.0,1.0000001
4777,thousand protest gay marriage,thousand protest gay marriage france,3.200000047683716,0.84153664
4778,india ink image january,india ink image march,1.0,0.77220714
4779,capitol lockdown shot fire,watch live capitol lockdown report shot fire,4.800000190734863,0.8258501
4780,china st pilot free trade opens,shanghai free trade begin operation,3.799999952316284,0.755034
4781,kill injure bomb blast pakistan,kill injure blast pakista,2.5999999046325684,0.70319253
4782,select image bangladesh building collapse,kill bangladesh building collapse,1.399999976158142,0.8562056
4783,chinese court uphold death penalty belong murderer,court uphold death sentence belong murderer,4.400000095367432,0.74602604
4784,egypt protest disperse,abduction teacher sentence,0.0,0.020310912
4785,cylinder blast pakistan school bus kill,deadly cylinder pakistan school,3.799999952316284,0.5545711
4786,north organ cargo reveal missile repair trade cuba,n organ ship carry cuba missile seize,2.799999952316284,0.7116289
4787,israel force detain palestinians west bank,israel forces arrest palestinians west bank,4.800000190734863,0.8785888
4788,protest sweep brazil despite concession,protest plan brazil despite concession,4.0,0.87787646
4789,angela jerk win term german election,jerked sins fig germany election,3.799999952316284,0.5377141
4790,south organ worker start leave joint factory,south organ worker set leave joint factory zone,3.799999952316284,0.9264842
4791,senate vote move ahead age nod,benedict come home new house new hope,0.0,0.12574491
4792,kill score injure suicide come russian train station,suicide bomber kill russian train station,3.200000047683716,0.7724657
4793,cambodian opposition leader mainly return stir election,cambodia opposition head turn parliament poll bid,3.0,0.6464925
4794,west nail syria opposition vote join peace talk,syrian opposition delegation talk,2.5999999046325684,0.529027
4795,drama travel tornado ravage oklahoma,drama visit tornado hit oklahoma,4.599999904632568,0.9228025
4796,deal fiscal cliff drama go holiday,john boehner humble origin fiscal cliff undo,1.0,0.3118991
4797,syria car bomb kill rebel hold town,final car bomb kill egyptian soldier,1.7999999523162842,0.3546446
4798,merry b palestinian economic plan work,merry deal nuclear talk ran,0.0,0.25115705
4799,bangladesh building collapse death toll hit,indian building collapse death toll rise,0.800000011920929,0.4191929
4800,dozen dead central african republic fighting,dead central african republic clash,3.400000095367432,0.741853
4801,tibia threaten army action oil protest,comb threat force evacuation princeton,0.800000011920929,0.27174816
4802,turkish union strike monday protest police violence,turkey unrest union strike police crackdown,3.400000095367432,0.77082944
4803,wicker pitch upgrade greek credit rating,moody upgrade greek credit rating,3.400000095367432,0.58643365
4804,lumen ambush police boat siberia oil region,sudanese police block protest human right commission,0.0,0.15275124
4805,russians leave syria cross lebanon,russia deliver humanitarian aid syrian refugee lebanon,2.200000047683716,0.5257001
4806,soldier kill insider attack afghanistan,soldier kill bomb attack pakistan,0.800000011920929,0.619822
4807,south african icon elson angela hospitalize,south africa elson angela hospitalize,5.0,0.95660436
4808,hope francis condemn global indifference suffer,hope francis commemorate dead emigrant lampedusa,1.399999976158142,0.37088284
4809,judge mansour swear egypt interim president,justice idly mansour swear egypt interim president,4.400000095367432,0.9299531
4810,kill young girl eastern afghanistan,kill southern afghanistan official,2.799999952316284,0.65627205
4811,demyan police arrest key ll shabaab recruit financier,sonya hair arrest anti terror police,3.200000047683716,0.17321087
4812,drama announce gun control plan wednesday,drama set gun control plan,3.5999999046325684,0.74961466
4813,bomb kill people wound dozen boston marathon,bomb find boston marathon attack,2.200000047683716,0.76418406
4814,syria chemical weapon end sea,destroy syria chemical weapon stockpile sea,2.400000095367432,0.6131081
4815,president early conclusion co partnership ri vanka,pakistan deep economic tie ri vanka,2.5999999046325684,0.507161
4816,free centre abuse probe,story building collapse bute beta,0.0,0.07773771
4817,comb explode greek shopping mall people injure,comb explode athens shopping mall wound,4.400000095367432,0.82457614
4818,australians kill plane crash,dozen kill plane crash,3.0,0.52120817
4819,dead include german maryland mall shooting,dead maryland mall shooting,4.199999809265137,0.79435146
4820,confirm satin syria attack,war crime find satin syria chemical weapon attack,3.400000095367432,0.68091404
4821,kill monster truck crash,kill mexico monster truck crash,3.200000047683716,0.82758385
4822,jerked lies rd term office germany elections,jerked sins fig germany election,3.25,0.73447657
4823,x virginia governor mob mcdonnell charge corruption,virginia ex sov mob mcdonnell wife charge corruption,3.799999952316284,0.7826714
4824,printer son sofa lowell test positive banner substance,sprinter son test positive banner substance,3.400000095367432,0.597639
4825,magnitude quaker hit honshu japan cenc,quaker bolt santa cruz islands cenc,1.7999999523162842,0.49150205
4826,pakistan release senior afghan taliban prisoner,pakistan release senior taliban commander saturday,3.799999952316284,0.8322954
4827,egypt court order release mubarak,egypt court order mubarak free,5.0,0.94116575
4828,american investigator wait question arrest boston bomber,police converge street search boston bomb suspect,1.7999999523162842,0.5047716
4829,dead injure china road accident,dead injure e china road accident,1.75,0.9734243
4830,bollywood cut cost rule collapse bite,bollywood cut cost rule crisis bite,4.199999809265137,0.9168606
4831,woman face high car insurance premium,woman driver face insurance premium rise,5.0,0.87760055
4832,tornado rip widest kill devastating neighborhood,tornado damaging storm hit widest kill,3.200000047683716,0.88151187
4833,china give regulatory access audit record,china oppose arm sale taiwan,0.800000011920929,0.17209716
4834,singapore stock end percent,singapore stock end,2.0,0.90283567
4835,ran atomic agency talk rowhani election,iaea ran hold nuclear talk rohans election,4.800000190734863,0.61871624
4836,china new reject hack claim,china premier reject groundless hack accusation,5.0,0.8429492
4837,dzhokhar tsarnaev plead guilty boston come charge,dzhokhar tsarnaev charge boston marathon come,2.5999999046325684,0.5776329
4838,picture day august,picture,2.799999952316284,0.39692387
4839,chinese general son get year jail rape,chinese army singer get year jail gang rape,3.400000095367432,0.74005884
4840,police seek driver crash kill child,police seek luman new orleans parade shooting,0.0,0.14120568
4841,egypt hold presidential election parliamentary poll,egypt interim president swear new cabinet,1.399999976158142,0.4191149
4842,pentagon adjust plan intense attack syria,hope thank public join syria vigil,1.0,0.1741532
4843,simon bank martial art club amid kill,simon dans partial arts schools amid willing,5.0,0.18262814
4844,afghan legislator approve new election law,afghan president approve new election law,2.5999999046325684,0.8991722
4845,pakistan army adamant fight taliban,oak army adamant fight taleban,4.800000190734863,0.5505776
4846,egyptian army push attack kidnap,egypt dorsi rule talk hostage video appear,1.399999976158142,0.35266492
4847,south africans mourn angela bury,south africa hold state funeral angela,2.799999952316284,0.6908258
4848,witness hear loud boot boston marathon,report explosion finish line boston marathon,3.0,0.5939958
4849,cryptic crossword saturday april,ruin crossword saturday april,2.799999952316284,0.8332814
4850,costa concordia captain try manslaughter,costa concordia survivor detail experience year later,1.2000000476837158,0.3783177
4851,israel minister laws merry boycott warning,israel minister slum merry boycott warning,4.599999904632568,0.9217951
4852,angelina police aunt die breast cancer,angelina police complex truth breast cancer,2.799999952316284,0.6401917
4853,myanmar urge party unity amid squabble,urge party unity amid squabble,5.0,0.6274699
4854,thing wednesday,thing today,3.0,0.41664797
4855,white house defense contractor discuss harm automatic spending cut,white house defense firm discuss automatic spending cut,4.400000095367432,0.8208121
4856,venezuela hugo die cancer,venezuelan president hugo die cancer,3.799999952316284,0.9492351
4857,zambian president arrest,labia ex president rupia arrest,4.0,0.4842257
4858,senate confirm ellen red chair,senate confirm janet ellen new central bank chief,4.199999809265137,0.66496795
4859,palestinian prisoner release israel prison,palestinian prisoner die cancer unrest israel jail,1.0,0.30971512
4860,sign share rally string beat datum,sign markets strong sobs data,4.0,0.32558453
4861,kill wound bomb attack northern ran,kill wound fresh attack ran,2.799999952316284,0.6124538
4862,officer injure india anti rape protest die,indian policeman injure gang rape protest die,4.199999809265137,0.86372685
4863,typhus ballot remark alarm market,typhus ballot usual neuro nonsense,2.5999999046325684,0.5138986
4864,action james diana ojukwu apga national leader,diana ojukwu apga national leader,4.199999809265137,0.9196367
4865,conclusively determine chemical weapons use syria,see conclusive evidence chemical arms use syria,4.800000190734863,0.8954665
4866,kill luman raid village,kill lasts india,0.2000000029802322,0.103765935
4867,egypt shut slim brotherhood newspaper,egypt slim brotherhood deputy head arrest,1.399999976158142,0.45419684
4868,strong earthquake western china kill people,strong earthquake western china kill,3.0,0.93764496
4869,dowden thank russia asylum,dowden thank russia grant asylum,5.0,0.9573711
4870,senate confirm ellen red head,senate confirm ellen red chair,4.199999809265137,0.8845091
4871,french force key ali town,french force seize key town,3.799999952316284,0.79769737
4872,boston come suspect bury virginia,boston bomb suspect bury virginia cemetery,5.0,0.80452085
4873,large extremely dangerous tornado head oklahoma city,tom baby kill torpedo rake oklahoma city area,1.600000023841858,0.4592017
4874,postage drama drag alabama school bus shooting,nevada dead hurt middle school shooting,0.800000011920929,0.13333777
4875,palestinian president assign academic form west bank,palestinian president want israelis talk peace,1.7999999523162842,0.32169533
4876,pakistan balaga leave hospital await surgery,balaga leave british hospital,3.5999999046325684,0.7216587
4877,find dead swim pool essex hotel,woman find dead essex hotel swimming pool,4.0,0.87012935
4878,pakistan condemn drone strike shawl area,pakistan condemn drone strike miranshah,3.200000047683716,0.81018317
4879,resident return texas blast site,resident return fallujah,0.0,0.1240421
4880,south africa ray elson angela,south africa unite prayer song elson angela,4.199999809265137,0.6324384
4881,ran ahmadinejad face charge election appearance aide,ahmadinejad face charge election appearance,4.199999809265137,0.7996052
4882,miliband pledge strengthen minimum wage,portugal china strengthen scientific research tie,0.0,0.0037023406
4883,singapore stock close low,singapore stock close high,2.5999999046325684,0.6380987
4884,dnieper wait result appeal,new glory china strive renewal,0.0,0.02995298
4885,apple share hit hard shone disappointment,apple stock plunge earning disappointment,3.200000047683716,0.8082155
4886,renew sanction zimbabwe,lift diamond sanction zimbabwe,3.0,0.719806
4887,occupy palestinian territory palestinians rebuff peace talk blueprint,occupy palestinian territory palestinians face route,1.399999976158142,0.47296336
4888,owner charge bangladesh factory fire,survivor find bangladesh factory,1.7999999523162842,0.5770037
4889,egypt set lure gulf investor,egypt seek lure investor,3.400000095367432,0.8496988
4890,russia reach agreement syria,russia reach agreement syria weapon,3.400000095367432,0.810739
4891,palestinians jordan coordinate stance peace talk,james senior deny papa coordinate peace talk,1.7999999523162842,0.30869874
4892,note cancel province tense election,cambodian opposition reject run men election win,0.0,0.1664848
4893,drama cancer moscow meeting ruin,drama cancel meeting ruin,4.0,0.4033494
4894,klci sutures trade mix mid day,share mix mid day,3.5999999046325684,0.591861
4895,suspect drone strike kill pakistan,drone strike kill pakistan,2.799999952316284,0.9324205
4896,egypt court order mubarak release,egypt court turn mubarak release request,2.0,0.86829364
4897,holland threaten legal action affair allegation,françois holland threaten legal action affair claim,4.0,0.88217056
4898,cranial exile report death ran camp,cranial exile kill ran camp sheaf,3.0,0.71920496
4899,blade gunner histories dispute murder charge,history cop seven attempt murder charge,2.0,0.328784
4900,israel force detain neuron arrest raid,israel credibility line ran nuclear challenge,2.25,0.4770937
4901,egyptians vote islamist back constitution,judge poll direct voter egypt constitution vote,1.399999976158142,0.36561316
4902,mexico swear president amid violent protest,new mexico sov richardson press north organ test ban,0.0,0.17538038
4903,helicopter clash near rail station london,helicopter clash london,4.0,0.8636885
4904,indonesian capital ray retro ease traffic chaos,makarka ray retro ease traffic chaos,3.799999952316284,0.77616596
4905,japanese plane fly china new defense zone,japan s organ military plane defy china new defence zone,4.0,0.7901617
4906,typhoon survivor raid philippine store,typhoon alpha kill philippines,1.2000000476837158,0.35832995
4907,war comb wound hezbollah stronghold lebanon,war bomb rock hezbollah stronghold lebanon,3.200000047683716,0.78966963
4908,urge syrian opposition assist immediate release foreigner capture syria,s opposition candidate close poll gap,0.6000000238418579,0.16598098
4909,dead miss canada train disaster,dead miss china landslide,0.6000000238418579,0.39874068
4910,senate confirm janet ellen federal reserve chief,senate confirm janet ellen federal reserve hair,4.599999904632568,0.8389044
4911,say name new pakistani taliban leader hakimullah mehsud kill drone strike,pakistani taliban chief hakimullah mehsud kill drone strike,3.400000095367432,0.88309175
4912,kill comb lasts ran,kill baquba last,2.200000047683716,0.31160477
4913,russia destroy chemical weapons stockpile,britain see evidence sad use chemical weapons,1.0,0.23449716
4914,ran earthquake death toll rise,algeria hostage death toll rise,0.6000000238418579,0.27460098
4915,suarez set comeback,french set ali ground combat,0.800000011920929,0.16224068
4916,maldive team india observe election,testimony trial iberian begin,0.6000000238418579,0.2200481
4917,death toll rise storm waver matter northern europe,storm death toll rise wind rain matter north europe,3.200000047683716,0.8637407
4918,pakistan release afghan taliban prisoner,pakistan release seven afghan taliban fighter,3.5999999046325684,0.8256796
4919,fix reaction sex marriage,new zealand legalize sex marriage,2.200000047683716,0.50311506
4920,weatherman red ballot arrest sex claim,weatherman red ballot hold ex abuse,3.799999952316284,0.72133553
4921,drone strike kill pakistan,pakistan drone strike kill,3.0,0.9507906
4922,building collapse india fear wrap,india building collapse kill dozen wrap,3.0,0.6977882
4923,somalia shebab claim responsibility nairobi mall attack,syrian rebel claim responsibility kill lebanon,1.2000000476837158,0.2772904
4924,syrian troop push strategic rebelheld town,syrian army push assault rebel hold town,4.0,0.8763828
4925,israel agree release palestinian prisoner,israel release palestinian prisoner,2.799999952316284,0.88398945
4926,dozen die clash erupt dorsi rally cairo,dead clash dorsi ally egypt,3.5999999046325684,0.44763103
4927,opposition protest begin bangkok shutdown,protest launch bangkok shutdown,4.800000190734863,0.96076834
4928,spanish train crash driver question,spanish train driver pardon question judge,3.799999952316284,0.6201931
4929,france nails breakthrough real syria weapons,france welcomes russia real syria,4.0,0.4379794
4930,isaf soldier kill afghan insider attack,british soldier shoot dead afghan insider attack,4.0,0.75669694
4931,rush death ivory coast stampede,dead ivory coast stampede,3.400000095367432,0.89106756
4932,glasgow helicopter crash search end,glasgow helicopter crash head,2.799999952316284,0.8532851
4933,dead marathon bomb,taliban deny involvement boston marathon come,1.2000000476837158,0.31299895
4934,swiss tourist gang rapid india,swiss tourist gang rapid india,5.0,0.99999976
4935,india trace passive cyclone,india issue red alert cycle hamlin,2.799999952316284,0.41991663
4936,discipline student german thought spare colorado shooting,discipline student think key motive,3.400000095367432,0.3782388
4937,kill japan road tunnel collapse,kill syrian air strike,1.2000000476837158,0.04195918
4938,plan shut petrol pump night oily,india get reject proposal shut petrol pump night,3.799999952316284,0.48629534
4939,clinton testify month benghazi attack,clinton return work plan testify benghazi attack,3.799999952316284,0.7286973
4940,ten thousand ukrainian protest iv,ten thousand line cast vote human,0.6000000238418579,0.47814018
4941,karzai visit pakistan taliban peace talk,afghan president extend visit pakistan taliban talk,3.5999999046325684,0.7889004
4942,thief snatch english channel swimmer custom wheelchair,thief steal channel swimmer wheelchair,4.0,0.8672855
4943,die car crash,kill crash tiananmen square,4.599999904632568,0.4229293
4944,singapore share open lower friday,singapore share open higher thursday,2.200000047683716,0.52122974
4945,drama pledge reign economy,drama press congress act economy,2.5999999046325684,0.53124464
4946,earthquake northwest china head,win quaker kill china,2.400000095367432,0.3892158
4947,white ulcer give consecutive life term,white ulcer get life racketeering kill,3.200000047683716,0.6802087
4948,demyan force cause mall collapse,official say demyan force cause mall collapse,5.0,0.94009143
4949,oak mission uae gear election,islamist party egypt unite election,1.399999976158142,0.35900322
4950,bangladesh building disaster death toll pass,bangladesh building collapse death toll limb,3.0,0.8590453
4951,algeria hostage crisis end death toll unclear,algeria hostage crisis end bloodbath,3.799999952316284,0.80726016
4952,egypt ministry urge end pro dorsi protest,egypt child kill cairo clash pro dorsi protest,2.799999952316284,0.49634704
4953,south africa angela take hospital,south africa angela remain hospital,3.200000047683716,0.8169532
4954,china juan strengthen usd,china juan strengthen new high usd,3.0,0.8880037
4955,police question man deadly boardwalk crash,police arrest suspect deadly drive attack,2.200000047683716,0.46874535
4956,turkish riot police tear gas maksim square protest,turkish riot police enter maksim square,3.0,0.7648684
4957,chicago shooting show cap step noticing,chicago shooting show gap step policy,5.0,0.6221286
4958,bed require car car safety communication,guatemala overturn dictator genocide conviction,0.0,-0.032005288
4959,north shut offer talk,north shoot ricket,1.2000000476837158,0.24295832
4960,prince charles compare ruin,prince charles compare vladimir ruin wolf,5.0,0.69681966
4961,ran warn military intervention ran,explosion near damascus military airport,0.0,0.20934792
4962,israel accuse ran president hypocrisy,greek accuse coalition hypocrisy,1.2000000476837158,0.21984799
4963,police clash youth cairo anti dorsi protest,egypt police clash pro dorsi protest,2.799999952316284,0.7922005
4964,diplomats feet munich critical time,diplomats discuss ran nuclear program,2.400000095367432,0.45183054
4965,dowden give refugee document ecuador,dowden pose fly moscow,1.2000000476837158,0.3860941
4966,message world dress freedom,pakistan mark world dress freedom,2.200000047683716,0.6823491
4967,foreign minister discuss syria arm embargo,foreign minister seek solution syria arm,3.5999999046325684,0.7188404
4968,death toll philippine earthquake rise,death toll philippines quaker rise,3.5999999046325684,0.650862
4969,stock watch close monday,stock watch monday,4.0,0.85756385
4970,army jet kill militant pakistan air maid,drone kill militant pakistan,3.200000047683716,0.6048435
4971,egyptian police fire tear gas protest cairo,police fire tear gas protest cairo,4.0,0.9398986
4972,philippines hold second senator corruption,philippine recover powerful typhoid,1.399999976158142,0.37837228
4973,german envoy optimistic ran talk,ran cautiously optimistic future nuclear talk,1.399999976158142,0.44203982
4974,renowned spanish flamenco guitarist face lucia die,spanish flamenco guitarist face de lucia die,4.599999904632568,0.9622776
4975,chinese icebreaker change course suspicious object,chinese search plane find suspicious object,2.0,0.33658034
4976,dowden bundle search asylum,dowden hit bundle search asylum,5.0,0.81783354
4977,death toll building collapse south india mount,kill building collapse southern india,2.799999952316284,0.86733675
4978,pakistan impose temporary ban channel,pakistan dismissed case fbi agent,1.399999976158142,0.28233308
4979,palestinian prisoner arrive muqata ramallah,pakistani prisoner assault mamma jail,1.0,0.38975304
4980,dead injure china road accident,hurt papa city car accident,1.0,0.15119602
4981,mass security force smother bangkok protest,security force stay barrack protest dwindle,1.7999999523162842,0.30326512
4982,refuse resign gaze comment,spanish refuse resign corruption scandal,0.2000000029802322,0.411206
4983,explosion kill outside mosque lebanon tripoli,explosion rock city northern lebanon,2.0,0.6532248
4984,pakistan fighter jet bomb taliban hideous,pakistan want arm supply syrian side stop,1.600000023841858,0.11804226
4985,lumen right second sonya attack,luman second sonya attack,3.0,0.87813145
4986,resume search miss british sailor public,coast guard suspend search miss british sailor,2.400000095367432,0.552914
4987,iraqi comb attacks,iraqi war comb dear church hills,3.0,0.5805844
4988,egypt force set block access dorsi protest camp,egyptian force clear pro dorsi protest camp,2.400000095367432,0.72719115
4989,noble author boris passing die,noble laureate boris passing die,5.0,0.9235369
4990,japan opposition party chief criticize economic policy,opposition mdc party challenge robert election win,0.0,0.09921093
4991,suspect take custody boston coming case,boston police take custody marathon come,4.800000190734863,0.6320319
4992,ukraine opposition chief want protest,ukraine protest couple vein statue,2.400000095367432,0.5268126
4993,queen pay tribute elson angela,south africa rugby fraternity mourn angela,1.0,0.3874719
4994,decline stock market moderate,lech sell send sign stock market low,0.4000000059604645,0.33891588
4995,late anti slim violence bursa hills injury,world grieving asia myanmar deadly anti slim violence flare,2.5999999046325684,0.3528322
4996,suspect drone strike kill pakistan,drone strike kill pakistan,3.799999952316284,0.9324205
4997,note heads friday,note heads tuesday october,2.0,0.21553276
4998,kill accident southwestern china,kill dozen injure blast southwest pakistan,0.6000000238418579,0.18498328
4999,nypd twitter outreach backfires badly,nypd twitter campaign backfire,4.800000190734863,0.92440265
5000,turkish search end miss miner find,turkish search ends kissing miners round,5.0,0.59402305
5001,ran predict failure israel palestinian peace talk,tentative real reach resume israel palestinian talks,1.399999976158142,0.4826267
5002,livid woman win second bafta ward,matas livid woman pick award,4.400000095367432,0.5349595
5003,titanic violin cabs record million,titanic violin cell million,3.799999952316284,0.8178131
5004,ankeet haven grant conditional bail marriage,ankeet haven grant bail marry,5.0,0.92480195
5005,jal order virus blow,japan airline order virus value,3.0,0.33124286
5006,vienna miller testify phone hack trial,vienna miller attack press report hack trial,3.0,0.7998159
5007,israelis attack palestinians jerusalem area,settler seat palestinian jerusalem,2.5999999046325684,0.49140456
5008,extend sanction russia,siberia drop arm trafficking charge russian sailor,0.4000000059604645,0.2971439
5009,cuba see major role foreign investment,house set vote plan open government,0.0,0.056948744
5010,star tory monteith find dead hotel room,tory monteith find dead canadian star,3.400000095367432,0.79130346
