,sentence1,sentence2,similarity_score,common_word,rank_by_common_word,rank_by_similarity_score,d,d^2
4479,"['hesse', 'jackson', 'wife', 'plead', 'guilty', 'fraud']","['hesse', 'jackson', 'life', 'lead', 'guilty', 'fraud']",4.599999904632568,4,4022,5209,-1187,1408969
4480,"['usa', 'expel', 'venezuela', 'diplomat', 'row']","['expel', 'venezuelan', 'diplomat']",4.400000095367432,2,1930,5091,-3161,9991921
4481,"['bbc', 'veteran', 'admit', 'child', 'sex', 'abuse']","['stuart', 'admit', 'ex', 'assault', 'child']",3.400000095367432,2,1938,3536,-1598,2553604
4482,"['kill', 'injure', 'south', 'china', 'road', 'accident']","['kill', 'injure', 'philippine', 'road', 'accident']",0.6000000238418579,4,4025,671,3354,11249316
4483,"['ryanair', 'report', 'record', 'profit', 'warn', 'growth', 'likely', 'slow', 'year']","['taste', 'ryanair', 'report', 'rise', 'annual', 'profit', 'warn', 'slow', 'growth', 'year']",3.400000095367432,7,5310,3514,1796,3225616
4484,"['stock', 'watch', 'close', 'monday']","['stock', 'watch', 'close', 'thursday']",3.0,3,3048,2951,97,9409
4485,"['anniversary', 'jfk', 'death', 'remember']","['anniversary', 'jfk', 'death', 'dallas', 'hold', 'memorial']",4.0,3,3060,4656,-1596,2547216
4486,"['magnitude', 'earthquake', 'hit', 'taiwan']","['magnitude', 'earthquake', 'hit', 'pakistan']",1.2000000476837158,3,3061,1152,1909,3644281
4487,"['look', 'help', 'lids', 'talk', 'boston', 'marathon', 'news']","['report', 'explosion', 'finish', 'line', 'boston', 'marathon']",0.800000011920929,2,1940,866,1074,1153476
4488,"['lech', 'sector', 'seat', 'google', 'ibm', 'strong', 'earning']","['google', 'share', 'soar', 'past', 'strong', 'earning']",2.5999999046325684,3,3062,2435,627,393129
4489,"['profile', 'sonya', 'presidential', 'candidate']","['italian', 'journalist', 'pick', 'presidential', 'candidate']",1.0,2,1925,901,1024,1048576
4490,"['israel', 'free', 'palestinian', 'prisoner']","['committee', 'approve', 'release', 'palestinian', 'prisoner']",3.400000095367432,2,1924,3507,-1583,2505889
4491,"['philadelphia', 'building', 'collapse', 'people', 'wrap']","['philadelphia', 'building', 'collapse', 'report', 'people', 'wrap']",4.0,5,4974,4635,339,114921
4492,"['drama', 'meet', 'angela', 'family']","['drama', 'meet', 'yuma', 'pay', 'tribute', 'angela']",3.0,3,3089,2961,128,16384
4493,"['senate', 'set', 'gun', 'control', 'debate']","['senate', 'set', 'vote', 'gun', 'control', 'bill']",3.400000095367432,4,4028,3509,519,269361
4494,"['war', 'come', 'kill', 'damascus']","['war', 'coming', 'kill', 'civilian', 'iraqi', 'capital']",1.399999976158142,2,1904,1294,610,372100
4495,"['friends', 'syria', 'oh', 'talk', 'arm', 'rebel']","['syria', 'talk', 'agree', 'military', 'aid', 'rebel']",2.5999999046325684,3,3090,2441,649,421201
4496,"['syria', 'condemn', 'israel', 'air', 'strike']","['series', 'deadly', 'attack', 'strike', 'ran']",2.0,1,659,1910,-1251,1565001
4497,"['egypt', 'leader', 'impose', 'state', 'emergency', 'city']","['egypt', 'president', 'declare', 'state', 'emergency', 'city']",5.0,4,4030,5599,-1569,2461761
4498,"['abvp', 'protest', 'clash', 'police', 'altar', 'altar', 'throw', 'stone']","['protester', 'clash', 'police', 'altar', 'altar', 'people', 'detain']",2.799999952316284,3,3091,2624,467,218089
4499,"['turkish', 'urge', 'end', 'protest', 'istanbul']","['turkish', 'police', 'fire', 'tear', 'protest', 'istanbul']",2.799999952316284,3,3093,2625,468,219024
4500,"['man', 'charge', 'terrorist', 'offence']","['maude', 'bear', 'iberian', 'charge', 'terrorist', 'new', 'work']",1.7999999523162842,2,1405,1628,-223,49729
4501,"['receive', 'noble', 'peace', 'prize']","['receives', 'noble', 'peace', 'prize']",3.5999999046325684,3,3094,3801,-707,499849
4502,"['start', 'german', 'bull', 'run', 'festival', 'briefly', 'delay', 'view', 'obstruct', 'casque', 'flag']","['german', 'bull', 'run', 'festival', 'start']",2.5999999046325684,5,4955,2397,2558,6543364
4503,"['foreigner', 'kill', 'paul', 'suicide', 'attack']","['briton', 'dead', 'paul', 'suicide', 'attack']",2.799999952316284,3,3095,2629,466,217156
4504,"['lapd', 'officer', 'seek', 'divine', 'saying']","['cia', 'officer', 'sentence', 'month', 'prison', 'leak']",0.0,1,644,44,600,360000
4505,"['tokyo', 'share', 'close', 'low']","['singapore', 'stock', 'close', 'low']",0.800000011920929,2,1473,844,629,395641
4506,"['pakistan', 'court', 'demand', 'blasphemy', 'damage', 'answer']","['pakistan', 'report', 'reveal', 'alarming', 'level', 'drug', 'use']",0.6000000238418579,1,643,685,-42,1764
4507,"['mcafee', 'loud', 'base', 'networked', 'firewall', 'specialist', 'stonesoft', 'm', 'wash']","['mcafee', 'acquire', 'farewell', 'stonesoft', 'million']",3.799999952316284,2,1436,4202,-2766,7650756
4508,"['magnitude', 'quaker', 'strike']","['magnitude', 'earthquake', 'strike', 'philippines']",1.0,2,1430,907,523,273529
4509,"['bangladesh', 'opposition', 'leader', 'sentence', 'death', 'war', 'crimes']","['bangladesh', 'fugitive', 'sentence', 'death', 'war', 'crimes', 'tribunal']",3.5999999046325684,5,4958,3802,1156,1336336
4510,"['alleged', 'cop', 'killer', 'die', 'shot', 'head']","['alleged', 'cop', 'killer', 'die', 'gunshot']",4.199999809265137,4,4041,4834,-793,628849
4511,"['war', 'bomb', 'swedish', 'consult', 'tibia', 'benghazi', 'casualty']","['war', 'comb', 'swedish', 'consulate', 'benghazi', 'hurt']",4.800000190734863,3,3100,5442,-2342,5484964
4512,"['musharraf', 'arrest', 'pal', 'masjid', 'case']","['musharraf', 'arrest', 'pakistan']",3.0,2,1424,2991,-1567,2455489
4513,"['ran', 'hope', 'nuclear', 'talk', 'yield', 'roadway']","['ran', 'nuclear', 'talks', 'geneva', 'spur', 'high', 'hopes']",4.400000095367432,2,1451,5078,-3627,13155129
4514,"['militant', 'kill', 'afghan', 'maid', 'official']","['militant', 'kill', 'afghan', 'maid', 'ministry']",2.799999952316284,4,3863,2632,1231,1515361
4515,"['north', 'reportedly', 'test', 'fire', 'short', 'range', 'missile']","['north', 'launch', 'short', 'range', 'missile']",4.0,4,4042,4522,-480,230400
4516,"['protest', 'obstruct', 'vote', 'dead', 'violence']","['protest', 'block', 'polling', 'station', 'bangkok']",2.799999952316284,1,641,2633,-1992,3968064
4517,"['venezuela', 'hugo', 'die', 'cancer']","['hugo', 'venezuelan', 'official', 'unity']",1.7999999523162842,1,639,1662,-1023,1046529
4518,"['north', 'test', 'bring', 'close', 'nuclear', 'power', 'status']","['nato', 'say', 'north', 'nuclear', 'test', 'grave', 'threat', 'world', 'peace']",2.200000047683716,3,3102,1996,1106,1223236
4519,"['north', 'conduct', 'nuclear', 'test']","['north', 'confirm', 'nuclear', 'west']",4.599999904632568,2,1425,5208,-3783,14311089
4520,"['indian', 'stock', 'open', 'flat']","['indian', 'stock', 'open', 'low']",3.5999999046325684,3,3104,3788,-684,467856
4521,"['macau', 'gambling', 'revenue', 'record']","['macau', 'gambling', 'revenue', 'hit', 'record']",5.0,4,4029,5600,-1571,2468041
4522,"['israelis', 'palestinians', 'resume', 'talk']","['israelis', 'palestinians', 'begin', 'talk']",3.799999952316284,3,3105,4198,-1093,1194649
4523,"['elson', 'angela', 'memorial', 'service']","['elson', 'angela', 'die', 'coverage']",2.400000095367432,2,1428,2202,-774,599076
4524,"['county', 'prepares', 'ex', 'carriages', 'hearing']","['county', 'official', 'way', 'sex', 'marriage']",3.799999952316284,1,637,4197,-3560,12673600
4525,"['air', 'force', 'helicopter', 'crew', 'member', 'kill', 'crash']","['air', 'force', 'helicopter', 'crew', 'kill', 'british', 'crash']",4.0,6,5044,4359,685,469225
4526,"['tokyo', 'host', 'olympic', 'james']","['tokyo', 'win', 'race', 'host', 'olympics']",4.199999809265137,2,1435,4867,-3432,11778624
4527,"['malaysia', 'detail', 'australian', 'senator', 'airport']","['malaysia', 'detail', 'australian', 'lawmaker', 'airport']",4.0,4,4024,4349,-325,105625
4528,"['south', 'day', 'north', 'tired', 'missiles']","['north', 'launch', 'short', 'range', 'missile']",2.200000047683716,1,636,2002,-1366,1865956
4529,"['britain', 'shut', 'plant', 'horse', 'meat', 'scandal', 'reach', 'france']","['minister', 'determine', 'resolve', 'horseman', 'scandal']",3.0,1,635,2972,-2337,5461569
4530,"['warn', 'syria', 'chemical', 'weapon']","['concern', 'grow', 'syria', 'chemical', 'weapon']",3.200000047683716,3,3072,3330,-258,66564
4531,"['kill', 'bus', 'crash', 'italy']","['kill', 'bus', 'accident', 'pakistan']",1.2000000476837158,2,1485,1153,332,110224
4532,"['china', 'juan', 'strengthen', 'usd']","['chinese', 'juan', 'weaken', 'usd']",3.0,2,1464,2981,-1517,2301289
4533,"['recognize', 'syrian', 'opposition']","['russia', 'invite', 'syrian', 'opposition', 'talk']",2.0,2,1465,1937,-472,222784
4534,"['egypt', 'vote', 'new', 'constitution']","['egyptians', 'note', 'new', 'constitution']",4.800000190734863,2,1476,5418,-3942,15539364
4535,"['preston', 'england', 'legend', 'tom', 'dinner', 'die']","['england', 'great', 'tom', 'dinner', 'die']",4.400000095367432,4,4069,5118,-1049,1100401
4536,"['war', 'bomb', 'kill', 'wound', 'benghazi']","['war', 'bomb', 'hit', 'libyan', 'foreign', 'ministry', 'benghazi']",3.0,3,3065,3009,56,3136
4537,"['roadside', 'bomb', 'kill', 'afghanistan']","['roadside', 'bomb', 'kill', 'policeman', 'afghanistan']",3.400000095367432,4,4066,3637,429,184041
4538,"['ri', 'vanka', 'family', 'note', 'greater', 'autonomy']","['syria', 'talk', 'cameron', 'ruin']",0.4000000059604645,0,273,495,-222,49284
4539,"['french', 'lead', 'troop', 'close', 'timbuktu']","['french', 'lead', 'troop', 'control', 'access', 'timbuktu']",3.5999999046325684,4,4064,3809,255,65025
4540,"['dato', 'airstrike', 'kill', 'afghan', 'kiss']","['dato', 'soldier', 'die', 'afghanistan']",1.2000000476837158,1,633,1154,-521,271441
4541,"['lumen', 'foreign', 'tourist', 'pakistan']","['luman', 'kill', 'foreign', 'limber', 'pakistan']",4.0,2,1380,4403,-3023,9138529
4542,"['n', 'halt', 'work', 'joint', 'industrial', 'zone']","['north', 'block', 'access', 'joint', 'industrial', 'zone']",4.0,3,3067,4404,-1337,1787569
4543,"['delhi', 'sang', 'gape', 'suspect', 'beaten', 'poisoned']","['delhi', 'gang', 'rape', 'verdict', 'defer']",1.7999999523162842,1,631,1731,-1100,1210000
4544,"['france', 'pledge', 'military', 'aid', 'ali']","['french', 'support', 'military', 'operation', 'ali']",1.399999976158142,2,1415,1298,117,13689
4545,"['egyptians', 'vote', 'division', 'constitution']","['egyptians', 'vote', 'constitution', 'change']",4.0,3,3071,4408,-1337,1787569
4546,"['reid', 'city', 'tremendous', 'progress', 'debt', 'ceiling', 'talk']","['senate', 'leader', 'appear', 'close', 'debt', 'ceiling', 'deal']",2.799999952316284,2,1412,2654,-1242,1542564
4547,"['magnitude', 'quaker', 'bolt', 'sarangani']","['magnitude', 'earthquake', 'bolt', 'china']",2.0,2,1411,1948,-537,288369
4548,"['dead', 'hurt', 'car', 'chaos']","['dead', 'hurt', 'cotabato', 'blast']",1.2000000476837158,2,1409,1156,253,64009
4549,"['chairman', 'easyjet', 'step']","['chairman', 'british', 'fill', 'airline', 'easyjet', 'step']",4.199999809265137,3,3074,4869,-1795,3222025
4550,"['drama', 'renew', 'offer', 'cut', 'social', 'safety', 'net', 'big', 'budget', 'deal', 'aide']","['japan', 'urge', 'quickly', 'handle', 'budget', 'deadlock']",0.800000011920929,1,629,871,-242,58564
4551,"['suicide', 'somber', 'hills', 'afghan', 'province', 'council']","['suicide', 'somber', 'hills', 'afghanistan']",2.400000095367432,3,3075,2207,868,753424
4552,"['committee', 'year', 'final', 'big', 'immigration', 'decision']","['senate', 'judiciary', 'committee', 'near', 'final', 'big', 'decision', 'shape', 'immigration', 'bill']",3.400000095367432,5,5005,3678,1327,1760929
4553,"['troop', 'kill', 'afghan', 'insider', 'attack']","['nato', 'troop', 'kill', 'afghan', 'insider', 'attack']",3.799999952316284,5,5003,4192,811,657721
4554,"['arrest', 'suspicion', 'manslaughter', 'dog', 'kill', 'daughter']","['arrest', 'suspicion', 'murder', 'stab', 'suffolk']",1.7999999523162842,2,1401,1734,-333,110889
4555,"['dead', 'miss', 'canada', 'train', 'disaster']","['miss', 'canadian', 'train', 'wreck']",3.200000047683716,2,1398,3289,-1891,3575881
4556,"['tunisian', 'opposition', 'politician', 'shoot', 'dead']","['tunisia', 'opposition', 'leader', 'slay', 'protest', 'erupt']",3.0,1,594,2960,-2366,5597956
4557,"['press', 'need', 'major', 'boost', 'syrian', 'aid']","['chief', 'press', 'major', 'boost', 'syrian', 'aid']",4.800000190734863,5,5001,5364,-363,131769
4558,"['stock', 'soar', 'lead']","['stock', 'slump', 'street']",1.600000023841858,1,593,1548,-955,912025
4559,"['george', 'zimmerman', 'find', 'guilty', 'trayvon', 'martin', 'murder']","['protest', 'appeal', 'calm', 'zimmerman', 'acquit', 'trayvon', 'martin', 'murder']",2.5999999046325684,4,3987,2513,1474,2172676
4560,"['whistleblower', 'edward', 'dowden', 'fly', 'moscow']","['nsa', 'whistleblower', 'edward', 'dowden', 'leave', 'long', 'long', 'flight', 'moscow']",3.5999999046325684,4,3986,3774,212,44944
4561,"['kill', 'wound', 'bomb', 'attack', 'northern', 'ran']","['kill', 'wound', 'clash', 'northern', 'lebanon']",0.6000000238418579,3,3078,694,2384,5683456
4562,"['consider', 'reveal', 'election', 'secret']","['eye', 'caprices', 'venezuela', 'election', 'met']",1.2000000476837158,1,592,1158,-566,320356
4563,"['royal', 'sorrow', 'nurse', 'death']","['radio', 'prankster', 'tear', 'nurse', 'death']",2.799999952316284,2,1419,2577,-1158,1340964
4564,"['n', 'say', 'delay', 'controversial', 'rocket', 'launch']","['look', 'set', 'delay', 'controversial', 'rocket', 'launch']",4.199999809265137,4,3979,4853,-874,763876
4565,"['critical', 'rates', 'memoir', 'rock', 'drama', 'administration']","['rate', 'blast', 'rock', 'drama', 'administration']",4.0,3,3080,4381,-1301,1692601
4566,"['jeff', 'bezos', 'get', 'million', 'reviving', 'washington']","['jeff', 'bezos', 'days', 'million', 'washington']",4.199999809265137,4,3989,4833,-844,712336
4567,"['brooks', 'plead', 'guilty', 'hack', 'charge']","['brooks', 'plead', 'guilty', 'phone', 'hacking', 'hearing']",3.799999952316284,3,3082,4191,-1109,1229881
4568,"['urge', 'send', 'shilling', 'message', 'north', 'elite']","['urge', 'uncle', 'send', 'shilling', 'message', 'north', 'elite']",4.0,6,5063,4387,676,456976
4569,"['south', 'africans', 'mark', 'ail', 'angela', 'birthday']","['south', 'africa', 'elson', 'angela', 'hospital']",1.399999976158142,2,1378,1300,78,6084
4570,"['drama', 'declare', 'health', 'care', 'law', 'work']","['drama', 'pledge', 'new', 'health', 'care', 'law', 'work']",3.0,5,4863,3021,1842,3392964
4571,"['heavy', 'rain', 'raise', 'threat', 'christmas', 'flooding']","['fresh', 'rain', 'bring', 'flooding']",3.0,2,1460,3012,-1552,2408704
4572,"['thousand', 'protest', 'gay', 'marriage']","['thousand', 'protest', 'gay', 'marriage', 'paris']",3.5999999046325684,4,3975,3762,213,45369
4573,"['taiwan', 'gang', 'leader', 'name', 'airport', 'year']","['labia', 'arrest', 'ex', 'leader', 'oil', 'deal']",0.4000000059604645,1,555,507,48,2304
4574,"['ran', 'duke', 'talk', 'begin', 'amid', 'hope', 'progress']","['ran', 'nuclear', 'talk', 'start', 'geneva']",3.0,2,1608,3043,-1435,2059225
4575,"['political', 'protest', 'paralyse', 'minister']","['protest', 'besiege', 'minister']",4.199999809265137,2,1612,4831,-3219,10361961
4576,"['amazon', 'bezos', 'buy', 'washington', 'million']","['amazon', 'bezos', 'busy', 'washington', 'm']",4.599999904632568,3,2667,5202,-2535,6426225
4577,"['drama', 'economic', 'tour', 'suffer', 'low', 'expectation']","['drama', 'encourage', 'boy', 'scouts', 'end', 'ban', 'day']",1.7999999523162842,1,554,1753,-1199,1437601
4578,"['israel', 'vow', 'deny', 'hezbollah', 'air', 'strike']","['war', 'bomb', 'kill', 'hezbollah', 'beirut', 'action', 'minister']",0.6000000238418579,1,553,662,-109,11881
4579,"['france', 'welcomes', 'russia', 'real', 'syria']","['arab', 'league', 'welcome', 'russian', 'deal', 'syria']",2.400000095367432,1,552,2186,-1634,2669956
4580,"['french', 'soldier', 'central', 'african', 'republic']","['run', 'battle', 'central', 'african', 'capital', 'create', 'fresh', 'panic']",2.0,2,1623,1931,-308,94864
4581,"['resolution', 'order', 'syria', 'chemical', 'arm', 'destroy']","['germany', 'ready', 'help', 'syria', 'chemical', 'mission']",1.0,2,1588,1085,503,253009
4582,"['exclusive', 'update', 'egypt', 'pro', 'bursa', 'alliance', 'signal', 'flexibility', 'talk']","['exclusive', 'update', 'egypt', 'pro', 'bursa', 'alliance', 'signal', 'flexibility', 'talk']",4.599999904632568,9,5497,5200,297,88209
4583,"['david', 'beckham', 'retire', 'end', 'season']","['david', 'beckham', 'retires', 'football']",4.199999809265137,2,1590,4807,-3217,10349089
4584,"['tibia', 'abruptly', 'close', 'border', 'country']","['tibia', 'close', 'border', 'declare', 'martial', 'law', 'south']",3.400000095367432,3,2685,3592,-907,822649
4585,"['magnitude', 'quaker', 'hit', 'greece', 'usgs']","['magnitude', 'quaker', 'bolt', 'japan']",1.0,2,1594,1094,500,250000
4586,"['search', 'man', 'sweep', 'sea']","['vara', 'plan', 'visit', 'real']",0.2000000029802322,0,288,396,-108,11664
4587,"['militant', 'stage', 'pakistan', 'jailbreak']","['taliban', 'prison', 'break', 'militant', 'escape', 'attack', 'pakistan', 'jail']",3.0,2,1595,3020,-1425,2030625
4588,"['meteorite', 'hit', 'central', 'russia', 'people', 'hurt']","['meteorite', 'hit', 'central', 'russia', 'hurt']",3.0,5,4879,3022,1857,3448449
4589,"['blizzard', 'bring', 'northeast', 'halt']","['blizzard', 'gallop', 'northeast', 'close', 'road']",4.199999809265137,2,1498,4805,-3307,10936249
4590,"['nato', 'protest', 'acquit', 'terrorist', 'charge']","['nato', 'protest', 'convict', 'non', 'terrorist', 'charge']",1.600000023841858,4,4009,1534,2475,6125625
4591,"['credibility', 'line', 'syria']","['drama', 'congress', 'world', 'credibility', 'line']",1.399999976158142,2,1625,1305,320,102400
4592,"['taliban', 'agenda', 'pakistan']","['dead', 'big', 'quaker', 'hit', 'pakistan']",0.0,1,548,65,483,233289
4593,"['egypt', 'interior', 'minister', 'survive', 'bomb']","['egypt', 'interior', 'minister', 'survive', 'bomb', 'attack']",5.0,5,4884,5585,-701,491401
4594,"['china', 'juan', 'weaken', 'usd', 'thursday']","['china', 'juan', 'weaken', 'usd', 'tuesday']",2.0,4,4001,1918,2083,4338889
4595,"['drama', 'hold', 'talk', 'syria', 'action']","['cameron', 'lose', 'parliamentary', 'vote', 'syria', 'military', 'action']",1.399999976158142,2,1650,1306,344,118336
4596,"['egypt', 'freeze', 'slim', 'brotherhood', 'asset']","['egypt', 'freeze', 'slim', 'brotherhood', 'fund']",5.0,4,3996,5584,-1588,2521744
4597,"['men', 'report', 'easy', 'high', 'maintenance']","['russian', 'meteorite', 'leave', 'build', 'gape', 'open']",0.0,0,287,52,235,55225
4598,"['bony', 'abbott', 'swear', 'new', 'australian']","['bony', 'abbott', 'worn', 'australia']",4.599999904632568,2,1651,5199,-3548,12588304
4599,"['egypt', 'army', 'crack', 'brotherhood']","['egypt', 'military', 'crack', 'slim', 'brotherhood']",4.0,3,2649,4347,-1698,2883204
4600,"['venezuela', 'assembly', 'meet', 'amid', 'health', 'crisis']","['assembly', 'meet', 'amid', 'crisis']",3.400000095367432,4,3994,3672,322,103684
4601,"['syria', 'opposition', 'threaten', 'quit', 'talk']","['syria', 'opposition', 'agree', 'talk']",2.0,3,2652,1942,710,504100
4602,"['suicide', 'bomber', 'kill', 'policeman', 'pakistan']","['suicide', 'combers', 'soldier', 'pakistan']",2.5999999046325684,2,1655,2391,-736,541696
4603,"['anti', 'government', 'protest', 'storm', 'street', 'iv']","['ukraine', 'protest', 'couple', 'vein', 'statue']",0.800000011920929,1,544,862,-318,101124
4604,"['chicago', 'man', 'sentence', 'terror', 'conviction']","['paul', 'bank', 'heads', 'sentence', 'corruption']",1.0,1,543,1102,-559,312481
4605,"['drone', 'strike', 'kill', 'northwest', 'pakistan']","['drone', 'strike', 'kill', 'seven', 'north', 'waziristan']",2.400000095367432,3,2791,2197,594,352836
4606,"['track', 'fault', 'disrupt', 'train', 'service', 'baffled', 'place', 'marina']","['brain', 'service', 'disrupt', 'baffled', 'place', 'marina']",4.199999809265137,5,4839,4798,41,1681
4607,"['fan', 'sentence', 'year', 'leak', 'government', 'secret']","['briton', 'jail', 'year', 'sell', 'face', 'bomb', 'detector']",1.0,1,540,1017,-477,227529
4608,"['police', 'terrorist', 'link', 'helicopter', 'crash']","['china', 'police', 'seek', 'suspect', 'crash']",1.0,2,1628,1024,604,364816
4609,"['suicide', 'bomber', 'kill', 'russia', 'south']","['suicide', 'bomber', 'kill', 'russia', 'volgograd']",1.7999999523162842,4,4143,1766,2377,5650129
4610,"['kill', 'wound', 'violent', 'attack', 'ran']","['kill', 'wound', 'fresh', 'attack', 'ran']",1.7999999523162842,4,4142,1768,2374,5635876
4611,"['merry', 'visit', 'jordan', 'israel', 'palestinian', 'peace', 'agenda']","['merry', 'postpone', 'visit', 'israel', 'week']",2.5,3,2785,2349,436,190096
4612,"['eurozone', 'bless', 'hit', 'fresh', 'record', 'high']","['bless', 'hit', 'fresh', 'record']",4.400000095367432,4,4138,5036,-898,806404
4613,"['elson', 'angela', 'real', 'hero', 'gandhi', 'peru']","['elson', 'angela', 'health', 'unstable']",1.399999976158142,2,1629,1308,321,103041
4614,"['face', 'bailout', 'tax', 'cypriots', 'cry', 'met', 'wash', 'rank']","['bailout', 'term', 'prompt', 'run', 'typhus', 'bank']",3.0,1,539,2969,-2430,5904900
4615,"['drama', 'sign', 'obamacare']","['americans', 'scramble', 'sign', 'obamacare', 'deadline']",1.2000000476837158,2,1631,1161,470,220900
4616,"['dance', 'armstrong', 'confess', 'pray']","['dance', 'armstrong', 'confess', 'pray', 'interview']",4.199999809265137,4,4135,4813,-678,459684
4617,"['andy', 'murray', 'deserve', 'knighthood', 'david', 'cameron', 'say']","['david', 'cameron', 'andy', 'murray', 'deserve', 'knighthood']",5.0,6,5083,5564,-481,231361
4618,"['rush', 'index', 'close', 'high', 'act']","['rush', 'index', 'close', 'low', 'march']",2.0,3,2782,1881,901,811801
4619,"['state', 'department', 'fail', 'benghazi']","['state', 'keep', 'security', 'chief', 'design', 'benghazi']",2.400000095367432,2,1635,2221,-586,343396
4620,"['soccer', 'france', 'host', 'australia', 'time', 'october']","['nra', 'official', 'face', 'question', 'time', 'controversial', 'remark']",0.0,1,537,56,481,231361
4621,"['honduras', 'ambassador', 'colombia', 'sack', 'wild', 'party']","['honduras', 'ambassador', 'design', 'allege', 'embassy', 'org']",3.5999999046325684,2,1642,3754,-2112,4460544
4622,"['syria', 'destroy', 'chemical', 'weapon']","['tibia', 'destroy', 'chemical', 'weapon']",2.400000095367432,3,2823,2217,606,367236
4623,"['moderate', 'tremor', 'central', 'mediterranean']","['ran', 'moderate', 'candidate', 'win', 'presidential', 'vote']",0.0,1,535,57,478,228484
4624,"['afghan', 'kill', 'suicide', 'attack']","['afghan', 'dead', 'new', 'blast', 'base', 'east', 'afghanistan']",3.5999999046325684,1,534,3800,-3266,10666756
4625,"['suicide', 'bombs', 'egypt', 'military', 'final']","['suicide', 'bomb', 'hit', 'egypt', 'military', 'final', 'kill']",2.799999952316284,4,4127,2724,1403,1968409
4626,"['sign', 'market', 'gain', 'beat', 'economic', 'datum']","['sign', 'market', 'lift', 'positive', 'china', 'datum']",3.400000095367432,3,2796,3432,-636,404496
4627,"['suicide', 'bomber', 'kill', 'pakistan', 'political', 'rally']","['suicide', 'bomber', 'kill', 'guard', 'embassy', 'turkey']",1.600000023841858,3,2818,1518,1300,1690000
4628,"['dorsi', 'supporter', 'kill', 'egypt', 'clash']","['dozen', 'injure', 'dorsi', 'supporter', 'clash', 'security', 'force']",2.200000047683716,3,2813,2094,719,516961
4629,"['student', 'ride', 'airwave']","['magnitude', 'quaker', 'hit', 'taiwan']",0.0,0,285,58,227,51529
4630,"['histories', 'officer', 'drop', 'case']","['history', 'officer', 'attempt', 'murder', 'charge']",2.200000047683716,1,531,2092,-1561,2436721
4631,"['vinnie', 'bones', 'reveal', 'cancer', 'battle', 'new']","['vinnie', 'bones', 'reveal', 'skin', 'cancer']",4.0,4,4167,4489,-322,103684
4632,"['pakistani', 'taliban', 'chief', 'hakimullah', 'mehsud', 'kill', 'drone', 'strike']","['pakistan', 'taliban', 'vow', 'revenge', 'repay', 'hakimullah', 'killing', 'bloodshed']",2.5999999046325684,2,1526,2436,-910,828100
4633,"['dozen', 'kill', 'air', 'strike', 'baker', 'central', 'syria']","['dozen', 'kill', 'syrian', 'air', 'strike', 'baker']",5.0,5,4925,5566,-641,410881
4634,"['luman', 'kill', 'soldier', 'injure', 'pakistan']","['luman', 'kill', 'folio', 'worker', 'pakistan']",2.0,3,2804,1900,904,817216
4635,"['police', 'confirm', 'suspect', 'capture']","['say', 'boston', 'marathon', 'come', 'suspect', 'capture', 'film']",2.200000047683716,2,1527,2099,-572,327184
4636,"['destruction', 'syria', 'chemical', 'weapon', 'begin']","['destruction', 'syria', 'chemical', 'weapons', 'drove', 'difficult']",2.799999952316284,3,2800,2726,74,5476
4637,"['flood', 'canada', 'force', 'evacuation', 'city']","['california', 'wildlife', 'force', 'evacuation', 'home', 'university']",0.800000011920929,2,1528,841,687,471969
4638,"['say', 'drone', 'violate', 'pakistan', 'sovereignty']","['drone', 'strike', 'violate', 'pakistan', 'sovereignty']",4.400000095367432,4,4155,5049,-894,799236
4639,"['drama', 'praises', 'angela', 'inspiration']","['drama', 'nail', 'angela', 'inspiration', 'effect']",4.800000190734863,3,2769,5419,-2650,7022500
4640,"['drama', 'come', 'listen', 'israel', 'palestinians']","['merry', 'welcomes', 'arab', 'plan', 'israel', 'palestinian', 'talks']",0.800000011920929,1,530,840,-310,96100
4641,"['e', 'mail', 'oil', 'firm', 'ask', 'trader', 'meet', 'minister']","['oil', 'firm', 'ask', 'rogue', 'trader', 'meet', 'minister']",4.199999809265137,6,5110,4825,285,81225
4642,"['death', 'toll', 'siberia', 'police', 'attack', 'rise']","['death', 'toll', 'sonya', 'bus', 'attack', 'rise']",1.399999976158142,4,4126,1376,2750,7562500
4643,"['syria', 'declare', 'chemical', 'weapon', 'sign', 'convention']","['russia', 'syria', 'work', 'concrete', 'chemical', 'weapons', 'plan']",2.5999999046325684,2,1534,2425,-891,793881
4644,"['australia', 'scrap', 'soar', 'national', 'debt', 'ceiling']","['australian', 'insist', 'argument', 'indonesia']",0.0,0,283,59,224,50176
4645,"['sign', 'market', 'hit', 'high', 'hope', 'debt', 'deal']","['sign', 'stock', 'hit', 'week', 'high', 'hope', 'debt', 'deal']",4.800000190734863,6,5037,5410,-373,139129
4646,"['italian', 'crime', 'minister', 'paris', 'anti', 'design']","['palestinian', 'crime', 'minister', 'fayyad', 'design']",1.399999976158142,3,2733,1316,1417,2007889
4647,"['south', 'africa', 'admit', 'mistake', 'schizophrenic', 'angela', 'signer']","['south', 'africa', 'admit', 'possible', 'mistake', 'deaf', 'signer', 'angela', 'memorial']",3.200000047683716,6,5035,3227,1808,3268864
4648,"['ran', 'say', 'issue', 'remain', 'nuclear', 'talk']","['ran', 'vow', 'preserve', 'peaceful', 'nuclear', 'program']",1.600000023841858,2,1519,1519,0,0
